Name,style,Exterior color,interior color,Engine,drive type,Fuel Type,Transmission,Mileage,mpg city,mpg highway,price,Year,Engine V,Brand
Fusion,Sedan,Ingot Silver Metallic,Ebony,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,72633,20,29,19993,2019,2.0,Ford
Sierra,Pickup Truck,Onyx Black,Jet Black,V-8 Gas,4WD,Gas,Automatic,22406,15,20,34820,2019,5.3,GMC
Fusion,Sedan,Oxford White,Charcoal Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,156220,22,34,7499,2013,1.6,Ford
Rover Range Rover Sport,SUV,Black,Beige,V-8 Gas,4WD,Gas,Automatic,97771,13,18,13999,2012,5.0,Land
Grand Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,71379,18,25,26974,2018,3.6,Jeep
Civic,Sedan,Platinum White Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,34859,30,38,22998,2019,2.0,Honda
RAV4,SUV,Midnight Black Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,61920,26,35,26889,2019,2.5,Toyota
Sentra,Sedan,Gun Metallic,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,42252,27,35,19999,2019,1.8,Nissan
Fusion,Sedan,Oxford White,Black,Inline-4 Hybrid,FWD,Hybrid,Automatic,53987,43,41,16997,2017,2.0,Ford
Altima,Sedan,Silver,Black,Inline-4 Gas,FWD,Gas,Automatic,63657,27,39,16999,2016,2.5,Nissan
F-150,Pickup Truck,Shadow Black,Black,V-8 Gas,4WD,Gas,Automatic,36899,18,23,38565,2018,5.0,Ford
Silverado,Pickup Truck,Black,Jet Black,V-8 Gas,4WD,Gas,Automatic,43751,16,22,45215,2019,5.3,Chevrolet
Elantra,Sedan,Mineral Beige,Beige,Inline-4 Gas,FWD,Gas,Automatic,92258,29,38,12397,2017,2.0,Hyundai
,Pickup Truck,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,V-8 Gas,RWD,Gas,Automatic,136048,17,25,19990,2016,5.7,Ram
Mercedes-Benz CLA,Sedan,Night Black,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,34903,24,37,27200,2018,2.0,Mercedes
Accord,Sedan,Gray,Unknown,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,84588,30,38,25443,2018,1.5,Honda
Equinox,SUV,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,165648,26,32,16990,2019,1.5,Chevrolet
Escape,SUV,Tuxedo Black Metallic,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,168455,23,28,5279,2011,2.5,Ford
Focus,Hatchback,Tuxedo Black Metallic,Charcoal Black,Inline-4 Gas,FWD,Gas,Automatic,91379,26,36,7495,2014,2.0,Ford
Dart,Sedan,Bright White Clearcoat,Light Tungsten/Black,Inline-4 Gas,FWD,Gas,Automatic,65655,22,35,10990,2015,2.4,Dodge
Passat,Sedan,Black,Black,Inline-5 Gas,FWD,Gas,Automatic,125966,22,31,6950,2012,2.5,Volkswagen
Jetta,Sedan,Deep Black Pearl Effect,Black/Gray Leatherette,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,43090,30,40,23274,2019,1.4,Volkswagen
Prius,Sedan,Silver,Gray,Inline-4 Hybrid,FWD,Hybrid,Automatic,201200,60,51,4999,2007,1.5,Toyota
Mercedes-Benz GLC,SUV,Polar White,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,32445,22,28,35395,2018,2.0,Mercedes
Colorado,Pickup Truck,Black,Jet Black,V-6 Gas,4WD,Gas,Automatic,123109,17,24,25000,2018,3.6,Chevrolet
Ram,Pickup Truck,Mineral Gray Metallic,Dark Slate Gray,V-8 Gas,4WD,Gas,Automatic,109448,14,18,6995,2005,4.7,Dodge
Altima,Sedan,Super Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,32835,28,39,22326,2020,2.5,Nissan
Grand Cherokee,SUV,Bright White Clearcoat,Lt Frost Beige/Black,V-6 Gas,4WD,Gas,Automatic,84540,18,25,24499,2016,3.6,Jeep
Encore,SUV,Winterberry Red Metallic,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,49883,25,30,19495,2019,1.4,Buick
Camry,Sedan,Magnetic Gray Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,54778,25,35,14995,2012,2.5,Toyota
Tundra,Pickup Truck,Silver,Black,V-8 Gas,4WD,Gas,Automatic,20738,13,17,49999,2019,5.7,Toyota
Cherokee,SUV,Bright White Clearcoat,Black,Inline-4 Gas,FWD,Gas,Automatic,31738,22,31,23998,2019,2.4,Jeep
CR-V,SUV,Platinum White Pearl,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,22400,27,33,32479,2019,1.5,Honda
Camry,Sedan,Blue Streak Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,92932,24,33,15995,2017,2.5,Toyota
Accord,Sedan,Blue Ray Metallic,Silver Leather,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,36776,22,32,33889,2019,2.0,Honda
Fusion,Sedan,Oxford White,Ebony,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,21303,21,32,20799,2018,1.5,Ford
Highlander,SUV,Celestial Silver Metallic,Ash,V-6 Gas,FWD,Gas,Automatic,37522,21,27,40749,2019,3.5,Toyota
F-150,Pickup Truck,White,Black,V-6 Gas,RWD,Gas,Automatic,131054,17,23,13995,2013,3.7,Ford
F-150,Pickup Truck,Shadow Black,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,80108,18,23,35497,2018,3.5,Ford
F-150,Pickup Truck,Black Velvet,Black,V-8 Gas,4WD,Gas,Automatic,56250,18,23,36999,2018,5.0,Ford
Rover Range Rover Sport,SUV,Santorini Black Metallic,Ebony,V-8 Gas,4WD,Gas,Automatic,104781,12,17,11500,2010,5.0,Land
Mercedes-Benz C-Class,Sedan,Black,Unknown,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,8215,23,32,36998,2018,2.0,Mercedes
Grand Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,108176,17,24,18995,2015,3.6,Jeep
Equinox,SUV,Silver Ice Metallic,Jet Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,26529,22,28,23400,2018,2.0,Chevrolet
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,52604,17,23,39990,2018,3.6,Jeep
Escape,SUV,Ingot Silver Metallic,Dark Earth Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,42544,27,33,20998,2020,1.5,Ford
,Pickup Truck,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,V-8 Gas,4WD,Gas,Automatic,93112,16,23,28394,2017,5.7,Ram
,Pickup Truck,Delmonico Red Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,21405,19,24,38577,2019,3.6,Ram
200,Sedan,Black Clearcoat,Black,V-6 Gas,AWD,Gas,Automatic,58133,18,29,17995,2015,3.6,Chrysler
Escape,SUV,Oxford White,Charcoal Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,41925,23,30,21997,2018,1.5,Ford
X3,SUV,Jet Black,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,110022,21,28,15995,2014,2.0,BMW
F-150,Pickup Truck,White,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,74568,18,23,32800,2018,3.5,Ford
Titan,Pickup Truck,Cayenne Red Metallic,Black,V-8 Gas,4WD,Gas,Automatic,23615,15,21,37965,2019,5.6,Nissan
F-150,Pickup Truck,Magnetic Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,64680,18,23,35000,2018,2.7,Ford
Corolla,Sedan,Classic Silver Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,13491,30,38,22391,2021,1.8,Toyota
Equinox,SUV,Nightfall Gray Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,45209,26,32,18900,2018,1.5,Chevrolet
,Pickup Truck,Patriot Blue Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,32461,19,24,41487,2019,3.6,Ram
RX,SUV,Breakwater Blue Metallic,Light Gray,V-6 Gas,FWD,Gas,Automatic,197494,18,24,5999,2006,3.3,Lexus
Tahoe,SUV,Summit White,Light Titanium/Dark Titanium,V-8 Gas,RWD,Gas,Automatic,143441,15,21,13488,2011,5.3,Chevrolet
F-150,Pickup Truck,Tuxedo Black Metallic,Steel Gray,V-6 Gas,RWD,Gas,Automatic,155380,17,23,16990,2013,3.7,Ford
F-150,Pickup Truck,White,Gray,V-6 Gas Turbocharged,RWD,Gas,Automatic,130000,17,23,19998,2014,3.5,Ford
Rogue,SUV,Magnetic Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,44532,26,33,21280,2018,2.5,Nissan
Sentra,Sedan,Brilliant Silver Metallic,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,42255,29,37,16611,2019,1.8,Nissan
Edge,SUV,Oxford White,Ebony,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,12126,21,28,30997,2019,2.0,Ford
Explorer,SUV,White Platinum Metallic Tri-Coat,Ebony Black,V-6 Gas,4WD,Gas,Automatic,35726,16,22,35450,2018,3.5,Ford
Tundra,Pickup Truck,Super White,Graphite,V-8 Gas,4WD,Gas,Automatic,83518,13,17,37485,2018,5.7,Toyota
Corolla,Sedan,Blizzard Pearl,Black,Inline-4 Gas,FWD,Gas,Automatic,43511,28,36,19695,2019,1.8,Toyota
Camry,Sedan,Gray,Ash,Inline-4 Hybrid,FWD,Hybrid,Automatic,4479,51,53,27296,2019,2.5,Toyota
Forte,Sedan,Aurora Black,Black,Inline-4 Gas,FWD,Gas,Automatic,35072,30,40,19450,2019,2.0,Kia
F-150,Pickup Truck,Agate Black,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,32081,18,23,40401,2019,2.7,Ford
F-150,Pickup Truck,Black,Medium Earth Gray,V-8 Gas,4WD,Gas,Automatic,48140,18,23,35981,2018,5.0,Ford
F-150,Pickup Truck,Ingot Silver Metallic,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,43813,18,23,39999,2018,3.5,Ford
Equinox,SUV,Nightfall Gray Metallic,Medium Ash Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,28842,26,32,22995,2019,1.5,Chevrolet
Edge,SUV,Oxford White,Tan,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,77104,21,30,15740,2016,2.0,Ford
Acadia,SUV,Ebony Twilight Metallic,Jet Black,V-6 Gas,FWD,Gas,Automatic,90810,18,25,29893,2019,3.6,GMC
Impala Limited,Sedan,Black,Gray,V-6 Gas,FWD,Gas,Automatic,93743,18,30,11996,2016,3.6,Chevrolet
Soul,Hatchback,Bright Silver Metallic,Black Seat Trim,Inline-4 Gas,FWD,Gas,Automatic,88002,23,28,9999,2012,2.0,Kia
3 Series,Coupe,Mineral White Metallic,Coral Red/Black,Inline-6 Gas,AWD,Gas,Automatic,85252,17,25,13995,2013,3.0,BMW
Equinox,SUV,Iridescent Pearl Tricoat,Jet Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,34214,24,30,27000,2018,1.5,Chevrolet
F-150,Pickup Truck,Shadow Black,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,49663,18,23,34295,2018,2.7,Ford
F-150,Pickup Truck,White Platinum Metallic Tri-Coat,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,44861,18,23,39954,2019,3.5,Ford
Equinox,SUV,Cajun Red Tintcoat,Medium Ash Gray,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,71869,24,30,20990,2018,1.5,Chevrolet
RAV4,SUV,Midnight Black Metallic,Light Gray,Inline-4 Gas,FWD,Gas,Automatic,13467,28,35,31986,2020,2.5,Toyota
Escape,SUV,Sterling Gray Metallic,Gray 2-Tone,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,113218,23,32,9995,2014,1.6,Ford
Silverado,Pickup Truck,Slate Grey Metallic,Jet Black,V-8 Gas,4WD,Gas,Automatic,85490,17,22,27494,2016,5.3,Chevrolet
Equinox,SUV,Nightfall Gray Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,42666,26,32,22100,2019,1.5,Chevrolet
,Pickup Truck,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,V-8 Gas,RWD,Gas,Automatic,47042,17,25,30777,2018,5.7,Ram
,Pickup Truck,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,22316,19,24,40367,2019,3.6,Ram
Tacoma,Pickup Truck,Magnetic Gray Metallic,Hickory,V-6 Gas,RWD,Gas,Automatic,77954,19,24,31928,2016,3.5,Toyota
Silverado,Pickup Truck,Summit White,Jet Black,Inline-8 Gas Turbocharged,4WD,Gas,Automatic,11575,19,22,48998,2020,5.3,Chevrolet
Challenger,Coupe,Torred Clearcoat,Black,V-8 Gas,RWD,Gas,Automatic,102180,15,23,22795,2018,5.7,Dodge
F-150,Pickup Truck,Black Velvet,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,29972,18,23,39899,2018,3.5,Ford
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,48450,17,23,50242,2018,3.6,Jeep
Impala,Sedan,Black,Jet Black,Inline-4 Gas,FWD,Gas,Automatic,60991,22,29,18997,2019,2.5,Chevrolet
Grand Cherokee,SUV,Redline 2 Coat Pearl,Ruby Red/Black,V-8 Gas,4WD,Gas,Automatic,25170,18,25,37544,2018,5.7,Jeep
Equinox,SUV,Nightfall Gray Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,25776,26,32,22588,2019,1.5,Chevrolet
F-150,Pickup Truck,Red,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,259495,14,19,12995,2013,3.5,Ford
Accord,Sedan,Crystal Black Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,31223,29,35,26922,2019,1.5,Honda
,Pickup Truck,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,56683,19,24,36995,2019,3.6,Ram
F-150,Pickup Truck,Silver,Unknown,V-6 Gas Turbocharged,RWD,Gas,Automatic,132303,18,25,23014,2015,2.7,Ford
Mercedes-Benz C-Class,Sedan,Selenite Grey Metallic,Crystal Grey/Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,23785,24,33,36495,2018,2.0,Mercedes
F-150,Pickup Truck,Blue,Unknown,V-6 Gas,RWD,Gas,Automatic,103393,17,23,14995,2014,3.7,Ford
,Pickup Truck,Bright White Clearcoat,Diesel Gray/Black,V-6 Gas,RWD,Gas,Automatic,28953,17,25,20590,2016,3.6,Ram
Edge,SUV,Blue Metallic,Dune,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,23779,21,28,31900,2019,2.0,Ford
Tacoma,Pickup Truck,Super White,Black,V-6 Gas,4WD,Gas,Automatic,37420,18,22,37994,2019,3.5,Toyota
Civic,Sedan,Gray,Black,Inline-4 Gas,FWD,Gas,Automatic,94011,31,41,15990,2016,2.0,Honda
Mercedes-Benz C-Class,Sedan,Selenite Grey Metallic,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,27749,24,33,35888,2018,2.0,Mercedes
Grand Cherokee,SUV,Diamond Black Crystal Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,51796,18,25,33388,2018,3.6,Jeep
Elantra,Hatchback,Summit Gray,Black,Inline-4 Gas Turbocharged,FWD,Gas,Manual,49624,22,29,14995,2018,1.6,Hyundai
Equinox,SUV,Summit White,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,25283,26,32,21993,2018,1.5,Chevrolet
Explorer,SUV,Gray,Ebony Black,V-6 Gas,4WD,Gas,Automatic,150059,16,23,14999,2016,3.5,Ford
Corolla,Sedan,Super White,Black,Inline-4 Gas,FWD,Gas,Automatic,58123,28,36,15990,2018,1.8,Toyota
VUE,SUV,Polar White,Gray,Inline-4 Hybrid,FWD,Hybrid,Automatic,92859,25,32,6993,2009,2.4,Saturn
Accord,Sedan,Silver,Black,Inline-4 Gas,FWD,Gas,Automatic,96596,21,30,9288,2009,2.4,Honda
C-HR,SUV,Blizzard Pearl W/Black Roof,Black,Inline-4 Gas,FWD,Gas,Automatic,18283,27,31,24899,2019,2.0,Toyota
Accord,Sedan,Polished Metal Metallic,Black,Inline-4 Gas,FWD,Gas,Automatic,121952,23,34,8947,2012,2.4,Honda
Silverado,Pickup Truck,Black,Gideon/Very Dark Atmosphere,V-8 Gas,4WD,Gas,Automatic,42960,16,22,52588,2019,6.2,Chevrolet
Compass,SUV,White Clearcoat,Black,Inline-4 Gas,4WD,Gas,Automatic,40388,22,31,22102,2018,2.4,Jeep
TT,Coupe,Brilliant Black,Nougat Brown,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,131850,21,29,11490,2011,2.0,Audi
Corolla,Sedan,Black Sand Pearl,Almond,Inline-4 Gas,FWD,Gas,Automatic,51585,28,36,16998,2019,1.8,Toyota
Escape,SUV,Ingot Silver Metallic,Unknown,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,117018,23,30,14995,2019,1.5,Ford
,Pickup Truck,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,19480,19,24,54977,2020,3.6,Ram
F-150,Pickup Truck,Race Red,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,62262,19,24,37994,2018,3.5,Ford
Escape,SUV,Gray,Charcoal Black,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,95717,22,28,15231,2017,2.0,Ford
Civic,Sedan,Platinum White Pearl,Unknown,Inline-4 Gas Turbocharged,FWD,Gas,Manual,25400,28,38,28656,2019,1.5,Honda
Boxster,Convertible,Gray,Gray,Flat-6 Gas,RWD,Gas,Manual,93289,18,26,14799,2003,3.2,Porsche
Escape,SUV,Cinnamon Glaze Metallic,Medium Light Stone,Inline-4 Gas Turbocharged,4WD,Gas,Automatic,49214,22,28,19996,2018,1.5,Ford
Wrangler,SUV,Firecracker Red Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,55626,17,23,34998,2019,3.6,Jeep
F-150,Pickup Truck,Oxford White,Black,V-6 Gas Turbocharged,4WD,Gas,Automatic,22690,19,24,49954,2019,2.7,Ford
Sierra,Pickup Truck,Summit White,Cocoa/Dune,V-8 Gas,4WD,Gas,Automatic,68356,16,22,36998,2016,5.3,GMC
Sonata,Sedan,Shale Gray Metallic,Gray,Inline-4 Gas,FWD,Gas,Automatic,147220,25,38,9999,2016,2.4,Hyundai
Silverado,Pickup Truck,Black,Jet Black,V-6 Gas,4WD,Gas,Automatic,82868,17,22,30595,2016,4.3,Chevrolet
Malibu,Sedan,Mosaic Black Metallic,Jet Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,31232,29,36,16499,2020,1.5,Chevrolet
Altima,Sedan,Super Black,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,107036,27,38,11323,2015,2.5,Nissan
Cherokee,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,21257,18,24,31999,2019,3.2,Jeep
Mercedes-Benz C-Class,Sedan,Black,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,39605,24,33,29999,2018,2.0,Mercedes
Escape,SUV,White Platinum Metallic Tri-Coat,Charcoal Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,41558,23,30,22488,2018,1.5,Ford
Pacifica,Minivan,Jazz Blue Pearlcoat,Black/Alloy,V-6 Gas,FWD,Gas,Automatic,145685,19,28,18200,2018,3.6,Chrysler
Expedition,SUV,Ingot Silver,Ebony,V-6 Gas Turbocharged,4WD,Gas,Automatic,107948,15,20,23997,2017,3.5,Ford
Sentra,Sedan,Brilliant Silver Metallic,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,47054,29,37,16995,2019,1.8,Nissan
Mustang,Coupe,Gray,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,98822,22,31,19000,2015,2.3,Ford
Tiguan,SUV,White,Charcoal,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,86748,20,24,15995,2017,2.0,Volkswagen
Wrangler,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Manual,24973,17,23,47899,2018,3.6,Jeep
IS,Sedan,Nebula Gray Pearl,Unknown,V-6 Gas,RWD,Gas,Automatic,103258,21,30,17999,2014,2.5,Lexus
Escape,SUV,Lightning Blue Metallic,Medium Light Stone,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,23072,23,30,21000,2018,1.5,Ford
Optima,Sedan,Red,Unknown,Inline-4 Gas,FWD,Gas,Automatic,130318,21,31,4695,2008,2.4,Kia
Camry,Sedan,Silver,Grey,Inline-4 Gas,FWD,Gas,Automatic,156000,24,33,6995,2007,2.4,Toyota
Regal,Sedan,Ebony Twilight Metallic,Light Neutral,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,87352,21,30,9999,2016,2.0,Buick
F-150,Pickup Truck,White,Xlt,V-8 Gas,4WD,Gas,Automatic,73285,14,19,27395,2014,5.0,Ford
X3,SUV,Space Gray Metallic,Oyster,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,118460,21,28,11994,2014,2.0,BMW
RAV4,SUV,Blue Flame,Light Gray,Inline-4 Gas,FWD,Gas,Automatic,38305,26,35,28498,2019,2.5,Toyota
EcoSport,SUV,Diamond White,Ebony Black,Inline-4 Gas,4WD,Gas,Automatic,21658,23,29,19100,2018,2.0,Ford
F-150,Pickup Truck,Black,Gray,V-6 Gas,4WD,Gas,Automatic,93287,17,23,28711,2016,3.5,Ford
F-150,Pickup Truck,White,Medium Earth Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,65445,18,23,33986,2018,3.5,Ford
Wrangler,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Manual,16933,16,21,41789,2017,3.6,Jeep
Camry,Sedan,Super White,Black,Inline-4 Gas,FWD,Gas,Automatic,73594,28,39,23288,2018,2.5,Toyota
Grand Cherokee,SUV,Brilliant Black Crystal Pearlcoat,Black,V-6 Gas,4WD,Gas,Automatic,110536,17,24,17900,2015,3.6,Jeep
Mercedes-Benz E-Class,Sedan,Black,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,59092,22,30,35599,2018,2.0,Mercedes
X1,SUV,Mineral White Metallic,Black,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,43217,22,31,28995,2018,2.0,BMW
Wrangler,SUV,Bright White Clearcoat,Black,V-6 Gas,4WD,Gas,Manual,84885,16,21,27000,2015,3.6,Jeep
ES,Sedan,Eminent White Pearl,Unknown,V-6 Gas,FWD,Gas,Automatic,54829,21,30,28299,2017,3.5,Lexus
Mustang,Coupe,Oxford White,Ebony,V-6 Gas,RWD,Gas,Manual,81627,17,28,18608,2016,3.7,Ford
Grand Cherokee,SUV,Billet Silver Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,47902,18,25,31995,2019,3.6,Jeep
Escape,SUV,Deep Impact Blue,Charcoal Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,109560,23,32,10495,2014,1.6,Ford
RAV4,SUV,Silver Sky Metallic,Black,Inline-4 Hybrid,AWD,Hybrid,Automatic,95753,34,30,23772,2018,2.5,Toyota
Grand Caravan,Minivan,White,Black,V-6 Gas,FWD,Gas,Automatic,94877,17,25,16899,2017,3.6,Dodge
Tiguan,SUV,Platinum Gray Metallic,Storm Gray,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,72200,22,27,21899,2018,2.0,Volkswagen
Edge,SUV,Agate Black Metallic,Ebony,Inline-4 Gas Turbocharged,AWD,Gas,Automatic,60295,21,28,24670,2019,2.0,Ford
Elantra,Sedan,Shimmering Silver,Gray,Inline-4 Gas,FWD,Gas,Manual,28912,24,34,14995,2016,2.0,Hyundai
Charger,Sedan,Granite Pearlcoat,Black,V-6 Gas,RWD,Gas,Automatic,40702,19,30,29000,2019,3.6,Dodge
S60,Sedan,Black,Black,Inline-5 Gas Turbocharged,FWD,Gas,Automatic,107970,20,30,8850,2012,2.5,Volvo
Tahoe,SUV,Silver Ice Metallic,Jet Black/Dark Ash,V-8 Gas,RWD,Gas,Automatic,81207,16,23,39868,2018,5.3,Chevrolet
Camry,Sedan,Galactic Aqua Mica,Black,Inline-4 Gas,FWD,Gas,Automatic,31004,28,39,25999,2019,2.5,Toyota
Silverado,Pickup Truck,Black,Jet Black,Inline-8 Gas Turbocharged,4WD,Gas,Automatic,41061,19,22,42990,2020,5.3,Chevrolet
Pathfinder,SUV,Brilliant Silver Metallic,Charcoal,V-6 Gas,4WD,Gas,Automatic,53739,20,27,27920,2020,3.5,Nissan
Ranger,Pickup Truck,Oxford White,Gray,Inline-4 Gas,RWD,Gas,Automatic,153299,22,27,10000,2011,2.3,Ford
Accord,Sedan,Platinum White Pearl,Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,15670,29,35,29500,2020,1.5,Honda
Fusion,Sedan,Sterling Gray,Unknown,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,103941,22,34,9999,2013,1.6,Ford
Mercedes-Benz C-Class,Sedan,Black,Black,Inline-4 Gas Turbocharged,RWD,Gas,Automatic,23088,24,33,32378,2018,2.0,Mercedes
F-150,Pickup Truck,Oxford White,Unknown,V-8 Gas,RWD,Gas,Automatic,63436,19,25,34000,2020,5.0,Ford
Silverado,Pickup Truck,Summit White,Jet Black,V-8 Gas,4WD,Gas,Automatic,87079,17,22,34995,2018,5.3,Chevrolet
F-150,Pickup Truck,Black,Gray,V-6 Gas Turbocharged,4WD,Gas,Automatic,145939,17,23,23995,2015,3.5,Ford
Camry,Sedan,Blue,Gray,Inline-4 Gas,FWD,Gas,Automatic,83927,25,35,13995,2016,2.5,Toyota
Rogue Sport,SUV,Magnetic Black Pearl,Charcoal,Inline-4 Gas,FWD,Gas,Automatic,27056,25,32,19994,2019,2.0,Nissan
Colorado,Pickup Truck,Black,Jet Black/Dark Ash,Inline-4 Gas,RWD,Gas,Automatic,67685,20,26,19999,2018,2.5,Chevrolet
Tiguan,SUV,Pure White,Titan Black,Inline-4 Gas Turbocharged,FWD,Gas,Automatic,39349,22,29,24149,2019,2.0,Volkswagen
Accord,Coupe,San Marino Red,Black,V-6 Gas,FWD,Gas,Automatic,54359,21,32,21900,2016,3.5,Honda
Silverado,Pickup Truck,Summit White,Jet Black,V-6 Gas,RWD,Gas,Automatic,9733,18,24,35995,2017,4.3,Chevrolet
Civic,Coupe,Black,Black,Inline-4 Gas Turbocharged,FWD,Gas,Manual,83731,28,38,22999,2018,1.5,Honda
Grand Cherokee,SUV,Billet Silver Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,29003,18,25,27900,2018,3.6,Jeep
,Pickup Truck,Bright White Clearcoat,Black,V-8 Gas,4WD,Gas,Automatic,51826,19,24,41677,2019,5.7,Ram
F-150,Pickup Truck,Shadow Black,Mesa,V-6 Gas Turbocharged,4WD,Gas,Automatic,29539,16,22,50000,2018,3.5,Ford
Cherokee,SUV,Granite Crystal Metallic Clearcoat,Black,V-6 Gas,4WD,Gas,Automatic,74336,19,27,23998,2019,3.2,Jeep
Corolla,Sedan,Classic Silver Metallic,Light Gray,Inline-4 Gas,FWD,Gas,Automatic,19631,30,38,23702,2020,1.8,Toyota
Sierra,Pickup Truck,Quicksilver Metallic,Jet Black,V-8 Gas,4WD,Gas,Automatic,69889,15,22,41990,2018,5.3,GMC
